"","x"
"108",11.3127628091641
"109",11.0276619863728
"110",11.6023297949783
"111",11.9430544862452
"112",12.5177536056348
"113",9.51680375284298
"114",9.44274833150576
"115",5.92467068009459
"116",11.9266773370913
"117",7.34556694381238
"118",13.4061587297512
"119",10.590054248453
"120",8.10309321692255
"121",8.39057349798671
"122",11.392113553448
"123",4.18617211126749
"124",8.93761459527291
"125",8.52762776804892
"126",6.71899971461282
"127",7.81671247337529
"128",8.74841648723534
"129",10.8702220177497
"130",8.7063223106619
"131",9.19830383476843
"132",12.0436779213966
"133",9.90913933903182
"134",8.69687281216989
"135",11.5797674677291
"136",10.4708659950566
"137",7.79486029829144
"138",7.18252833270264
"139",10.0908335422246
"140",9.0064859523961
"141",7.449294776503
"142",7.31045473566216
"143",6.83256899475953
"144",10.4368521111478
"145",7.10525236226728
"146",11.0678018166384
"147",10.3066510903979
"148",9.59202291734493
"149",10.9410452470372
"150",12.4811880867922
"151",11.3141337382234
"152",7.95997689087855
"153",10.5512514734661
"154",8.12606692632584
"155",7.0593181341244
"156",10.4561116789088
"157",6.24061528655964
"158",8.63866868687534
"159",13.1509203621668
"160",9.60577171302607
"161",7.04895074531886
"162",9.658574244358
"163",10.4749477037534
"164",8.33051186287271
"165",10.9132439072811
"166",10.3124368694253
"167",8.30935439487844
"168",13.2049259065834
"169",8.2438812917836
"170",11.6585778878099
"171",10.9258942868972
"172",9.48990452562341
"173",10.3593659324012
"174",11.86772196286
"175",8.89958107519676
"176",10.6557349783403
"177",8.37495954426188
"178",7.90705063858211
"179",9.6491406908198
"180",10.340365475407
"181",10.0065727800847
"182",7.77832984047206
"183",9.2611816289614
"184",9.13962222636051
"185",8.19282610166217
"186",10.9652908230866
"187",10.5410613574588
"188",10.6026816942763
"189",10.3195086696465
"190",9.38139772550783
"191",13.7035841159608
"192",9.73268095375386
"193",9.4012309274667
"194",8.70406026675176
"195",8.20819960539045
"196",7.5838894704713
"197",11.016613164616
"198",6.58263968308233
"199",11.5175939666505
"200",8.00944672030714
"201",11.2570229746365
"202",5.51505392024837
"203",6.12810553674806
"204",9.99676316395295
"205",9.79751538776179
"206",7.1640653235427
"207",12.1209452827651
"208",10.0818472907371
"209",5.44577017452228
"210",12.8637961996646
"211",10.704573769997
"212",11.2280163069467
"213",8.20935767511225
"214",4.73446619828188
"215",10.5863884834057
"216",9.52262758454299
"217",8.39830233530372
"218",12.0187922438031
"219",9.9807620324563
"220",13.390286546841
"221",11.9473459485889
"222",8.04828702874238
"223",7.3133931953587
"224",9.21818061686019
"225",7.94534882974622
"226",9.66174849161724
"227",9.71034762741435
"228",7.95628864914915
"229",8.61341778896323
"230",7.59495969114666
"231",11.5199998799951
"232",6.87140801899876
"233",8.73711215681607
"234",10.5397820841337
"235",8.03790196650727
"236",11.0181013728272
"237",11.4764157881844
"238",8.24263327531915
"239",8.5960166752503
"240",12.5562209579929
"241",8.80722550625853
"242",10.9662774368058
"243",8.74529773924863
"244",8.16562762997723
"245",8.40478259618158
"246",10.8402351705474
"247",7.99187039335972
"248",11.1113670544558
"249",11.2433147671104
"250",5.7223107973758
"251",9.37793860305534
"252",8.65538224102959
"253",8.143592733801
"254",5.18235291540763
"255",7.86834457633903
"256",7.49064321147478
"257",10.8553432786489
"258",13.0604594253776
"259",8.17395461562147
"260",5.87240799387266
"261",12.3748884987483
"262",7.5714133367753
"263",8.77421588793108
"264",12.0201522300621
"265",10.2664752806886
"266",10.4274404777699
"267",11.8805946334322
"268",9.084792855974
"269",8.66414592226956
"270",7.01726612083062
"271",13.5726914256197
"272",9.45017893970714
"273",10.102354142495
"274",7.49195916280858
"275",9.9606828133625
"276",9.73709032943837
"277",9.61650272995528
"278",9.90575777639864
"279",9.00534571257523
"280",11.8498211632804
"281",10.5242050522503
"282",8.0047851424383
"283",8.40413955007436
"284",12.0997702040166
"285",7.8286324377217
"286",11.7749456018072
"287",6.6206118427373
"288",9.00412570349809
"289",9.747232711255
"290",12.426353655163
"291",9.41789381159966
"292",9.67071738196128
"293",7.02907289408558
"294",14.9089675410539
"295",7.15691286342556
"296",12.1557090145057
"297",11.8335002509955
"298",11.1789077300989
"299",9.65221144540296
"300",9.99645352254296
"301",10.9616831736884
"302",10.1789753089289
"303",8.58316292488835
"304",11.2512969563624
"305",10.557061788009
"306",8.78995168278443
"307",9.57357957740752
"308",11.3652264793043
"309",6.93845066237285
"310",11.8877802478195
"311",9.29422576546196
"312",11.1945713854198
"313",10.0913473213549
"314",12.165834588916
"315",8.69947773162183
"316",13.3978709814134
"317",7.22018221319405
"318",11.7716604060226
"319",8.6837591097278
"320",7.40035927937056
"321",8.3432010600021
"322",7.493923587054
"323",7.95689158872967
"324",11.5499767243571
"325",8.98341374739075
"326",11.3979304768819
"327",8.39100267619813
"328",11.2656594668368
"329",13.4598925777891
"330",9.41505227037777
"331",6.99816031728383
"332",5.80215649451599
"333",6.18958840505615
"334",9.03416029618389
"335",12.611330198928
"336",7.80511423348213
"337",7.29000338640283
"338",9.94331276562732
"339",10.6667754424236
"340",9.81168329721376
"341",9.54865817374092
"342",9.37511829834305
"343",10.431335322841
"344",7.59746036340705
"345",6.98658197999604
"346",14.0337868904142
"347",6.24162071439341
"348",12.3084084057337
"349",9.50041993298655
"350",8.6553778883633
"351",7.61641284174018
"352",9.93047737936793
"353",7.53133800506261
"354",11.2642377902966
"355",8.32521557569604
"356",8.52515181403201
"357",8.62620065157613
"358",7.91591210177307
"359",7.83184652998704
"360",11.3107771321966
"361",8.40856997368073
"362",11.579483500694
"363",10.4900125315817
"364",12.724799624504
"365",6.51485009490413
"366",9.7204062219212
"367",12.5475646748872
"368",10.8878541993537
"369",9.64618126074684
"370",9.48033997927423
"371",8.24341056206682
"372",10.3291244866351
"373",10.8934160838573
"374",13.6991411772628
"375",11.3098825074266
"376",7.69036731419169
"377",6.73302615572723
"378",8.57697728324051
"379",10.2637586083972
"380",10.382121082937
"381",13.2537874453185
"382",6.86321079420636
"383",10.1361282959955
"384",7.20326277232846
"385",5.23877714424061
"386",9.8880783809975
"387",10.8308244190971
"388",8.61381661057821
"389",8.37630142024645
"390",10.8997007300071
"391",10.5429997924061
"392",9.69261090750217
"393",11.2273082003864
"394",12.8972435220567
"395",10.2653027409886
"396",9.05272320945692
"397",13.7846008369835
"398",10.583161506108
"399",12.5061553167651
"400",7.72140611555903
"401",6.81449142050676
"402",7.4444046526037
"403",12.0844918393162
"404",8.50147908653991
"405",11.5388714995938
"406",10.7358194118891
"407",10.1177570600039
"408",11.8602193457876
"409",9.40120413513726
"410",11.8983977830094
"411",7.38451011981654
"412",11.3165796654528
"413",7.82288958736836
"414",8.19312620650633
"415",8.80427344649093
"416",8.69791714241613
"417",10.5404425095756
"418",6.81359532254434
"419",8.16404705802232
"420",11.4409659033624
"421",8.29804855244823
"422",9.4168606741207
"423",8.6875689845676
"424",9.6458394925156
"425",6.44233922232699
"426",9.17496629372048
"427",6.04264394630808
"428",6.74022427606256
"429",9.26888493578598
"430",10.0631089374754
"431",8.49619041238605
"432",11.049876236176
"433",9.15241218108178
"434",13.7322796508997
"435",7.4532418150445
"436",9.7563305211273
"437",10.6059690256737
"438",13.8009380998076
"439",7.68531369705452
"440",11.7678633218328
"441",8.44510281205057
"442",11.4425688380387
"443",8.24933905323411
"444",8.8482827289104
"445",9.61712886914001
"446",5.80708653596492
"447",12.5938445559738
"448",8.21232313979612
"449",5.72326469758884
"450",10.3027822087979
"451",9.37646019693107
"452",9.02246614436622
"453",12.580089226353
"454",9.7121360463348
"455",11.7514339529268
"456",11.114775994251
"457",9.95498696685316
"458",11.1444708906583
"459",11.0522810849875
"460",10.5264636125911
"461",9.81945570457897
"462",11.0898540896465
"463",12.1028544226186
"464",8.5500724938938
"465",11.319314956023
"466",7.42977912343835
"467",9.4215651599199
"468",6.48515318718465
"469",5.42552105888244
"470",7.68591035796541
"471",6.68215996989702
"472",12.9045501072068
"473",10.9266120478977
"474",6.7501579794953
"475",12.2230545807086
"476",9.91720425815076
"477",6.77685478861225
"478",6.92767641257253
"479",10.3327131856577
"480",7.63543439700651
"481",7.14501169539466
"482",8.25371823144354
"483",9.83878611822276
"484",8.34777641238359
"485",4.22220511207746
"486",8.69322474472741
"487",9.77584462776192
"488",8.96611197945246
"489",9.49224252507224
"490",10.7514385881632
"491",8.94660100963361
"492",11.0823351568334
"493",11.065129480584
"494",9.8457422287251
"495",9.7991441856347
"496",9.33809401354122
"497",11.4826709284273
"498",7.16763935045462
"499",9.20238781412472
"500",9.70512912195192
"501",10.5429594672624
"502",8.19418110344763
"503",9.00463205177765
"504",7.40147928346563
"505",7.47763465090536
"506",8.05847664349288
"507",11.2644359004571
"508",7.9694915826156
"509",8.2385986141336
"510",6.2829846499097
"511",11.2224720263501
"512",7.80050198855005
"513",11.9438176407489
"514",9.2864268386107
"515",9.7754267891047
"516",8.53771109858186
"517",9.90094537447552
"518",9.51934332045874
"519",7.89198877582938
"520",7.13305493918564
"521",11.2744911234362
"522",9.31711644847797
"523",7.70547679676267
"524",11.0605080850212
"525",9.04556355083652
"526",9.66892934036902
"527",13.0017823672154
"528",9.48711320658763
"529",9.86051539366474
"530",8.24199930148763
"531",5.9292629305342
"532",9.88094041398342
"533",7.10690768084348
"534",7.76398799442067
"535",8.20361655111606
"536",11.242347045926
"537",10.549915520424
"538",10.3951892434049
"539",9.55285257829064
"540",8.4138358050551
"541",9.19729832088823
"542",9.4466250615371
"543",8.89384782524294
"544",14.3255099965737
"545",6.67146595295391
"546",11.1484663119138
"547",11.3656119780355
"548",6.96543360902568
"549",5.06081811956526
"550",6.24677329188279
"551",10.6180928201142
"552",11.5426979514616
"553",8.23481752074752
"554",11.7452741838661
"555",12.3531375743424
"556",10.4267887393948
"557",8.52602355462455
"558",10.0262883392749
"559",12.8231591241426
"560",8.82704699909555
"561",9.46201081858613
"562",10.6963507054479
"563",10.5531905055537
"564",10.2620810614502
"565",9.61659438568934
"566",5.79710599615533
"567",10.4389471700574
"568",9.2582916036441
"569",13.2550975238167
"570",9.8293124949437
"571",5.34848297570991
"572",3.09917579636885
"573",8.77853099242414
"574",7.35277713238435
"575",9.38891387780793
"576",10.28419913524
"577",6.67892352687514
"578",12.5633168285534
"579",11.6080041741356
"580",7.73053904089436
"581",10.3964028298633
"582",11.5795947210932
"583",6.70123514670334
"584",7.45363584709137
"585",6.76807580547241
"586",8.92959677660259
"587",8.4630437006931
"588",13.2765864694752
"589",8.471111120293
"590",8.85410920446795
"591",8.7238070393457
"592",12.6459934384747
"593",9.56229156862097
"594",6.38640361623318
"595",10.3433014896694
"596",10.307644068882
"597",10.8179423479135
"598",9.22076288777612
"599",6.34401353782263
"600",10.1708371121326
"601",10.8094327277376
"602",5.829096270984
"603",10.6295549135377
"604",8.47331477664709
"605",7.92350181413071
"606",8.72180924466283
"607",11.4374384771613
"608",6.88857552980312
"609",9.58884905704789
"610",11.1842239030848
"611",7.7716529047697
"612",12.707095388147
"613",6.5124428535637
"614",8.09949239656766
"615",8.24289486895254
"616",7.70379101700005
"617",7.61273819854822
"618",10.8813738729281
"619",8.01838529348628
"620",10.1788714341919
"621",11.4178727125679
"622",10.6536318279291
"623",9.54946730007553
"624",6.5512658535019
"625",8.3481243907857
"626",11.3392372956627
"627",10.7826687096332
"628",10.8105494997742
"629",13.2421753193492
"630",9.20412886598631
"631",5.76559086433318
"632",10.5950898736359
"633",6.1319690766651
"634",8.44906581968424
"635",8.46283262682258
"636",10.1819645911543
"637",7.49957807160888
"638",10.8106516086148
"639",9.76453342931768
"640",8.8689094750427
"641",10.5507976042023
"642",10.658414019667
"643",8.43040645479732
"644",7.74485322391328
"645",5.10938858867383
"646",9.59595558719954
"647",6.54297935544502
"648",7.68119766362674
"649",9.67459748742391
"650",14.6094157912126
"651",8.02831788807573
"652",8.36379640528544
"653",7.71970159185658
"654",8.00673884894904
"655",5.9426156080547
"656",5.85024626107463
"657",8.32859718013526
"658",8.38031669599806
"659",4.91021001839629
"660",7.66944186467713
"661",12.7339221177183
"662",6.73602626865447
"663",8.64477685394631
"664",6.5079627213763
"665",6.59622132152197
"666",6.74210409168497
"667",12.0402144675216
"668",7.59080717229892
"669",9.58079154489613
"670",9.7825228299111
"671",10.1970500157679
"672",5.66789830275798
"673",7.43900735818702
"674",9.1425683266172
"675",4.51665015200327
"676",9.88165503874203
"677",6.04747989760354
"678",10.8676851034368
"679",8.05954723282322
"680",9.87691047262562
"681",8.20111950636076
"682",9.75420414968684
"683",8.1467327202038
"684",6.01652187906449
"685",9.75726447682984
"686",10.8437592514577
"687",9.22707536192612
"688",11.8397239878292
"689",6.15200276434526
"690",3.65511865490397
"691",11.6671814047334
"692",8.21847052317758
"693",9.83746713961298
"694",11.9700517686346
"695",9.7984499012278
"696",9.06445210878377
"697",7.33549400922152
"698",10.6087113955339
"699",7.18134772398601
"700",10.4670132554861
"701",11.5719012110415
"702",12.128384620664
"703",12.8956281968777
"704",7.45633265117584
"705",8.60350701239976
"706",9.37354111574423
"707",9.02651036915745
"708",8.41936134633999
"709",8.47309198570566
"710",11.4621000765668
"711",9.61298115180634
"712",8.02969076609537
"713",13.9453737268154
"714",8.46337217771628
"715",10.5398095252275
"716",9.9115131157192
"717",9.2193820072643
"718",7.62250459588767
"719",9.08163604397834
"720",11.8180590109169
"721",11.7458046291015
"722",6.84274593309397
"723",6.63445024734856
"724",9.24765990370874
"725",8.31881104873411
"726",10.4656455628291
"727",7.23453603492692
"728",8.23260656726926
"729",10.4619855839681
"730",9.70274076517797
"731",10.8521911380391
"732",8.08877038192388
"733",11.0120356690876
"734",7.94068945112431
"735",7.18580118591667
"736",7.60958159175251
"737",9.03285245965506
"738",9.16045987845169
"739",6.91879414465665
"740",12.7673240938601
"741",9.30410533817772
"742",9.85526692632555
"743",6.67010740484737
"744",6.44431773931716
"745",10.9751844268291
"746",8.39358636926751
"747",11.1514349298985
"748",7.18512946330992
"749",10.6053627336661
"750",11.6997334398244
"751",12.9174146806524
"752",12.9122851959058
"753",11.394335452568
"754",8.40582282925874
"755",9.53213592035583
"756",8.1713943605007
"757",13.0436848592723
"758",11.0374551438363
"759",10.2827819410858
"760",9.827360126534
"761",7.64451046364428
"762",9.24172553897297
"763",9.31185628268744
"764",8.14245487761382
"765",13.9975147462248
"766",9.2249091449248
"767",11.3250770368052
"768",11.1027828521643
"769",9.34636525617397
"770",8.72558264894894
"771",10.2156028758041
"772",9.5479291122875
"773",8.08967681845917
"774",7.99978850857998
"775",9.00001636212847
"776",3.14094894663701
"777",8.71135096975003
"778",10.8405933429395
"779",4.17825662539109
"780",12.3794363847523
"781",11.6114047557645
"782",9.19596663273382
"783",7.42322471040382
"784",6.76773588066104
"785",12.2820670196239
"786",8.88392350885433
"787",10.3568350267016
"788",6.98329730632433
"789",9.95272667366116
"790",9.8365211897244
"791",8.29041960413248
"792",6.80731903602367
"793",8.74284010929144
"794",9.05444934865716
"795",7.52794399653277
"796",11.4095605022193
"797",9.01816233763163
"798",11.3492949648036
"799",5.42499618526328
"800",6.38108074175503
"801",9.54945901611787
"802",8.53914338261255
"803",7.60665095866322
"804",9.72637343450053
"805",5.85591919283196
"806",7.18916741036601
"807",12.2202877411793
"808",11.097475383166
"809",9.96947804409178
"810",4.63224068764718
"811",7.29308229954897
"812",8.31924110626062
"813",9.60475704089737
"814",9.22160896091468
"815",12.1797186941382
"816",9.48567614296926
"817",10.1115780248641
"818",8.25870451137184
"819",9.57953382181708
"820",11.1367821384141
"821",10.3274063021314
"822",10.472150493105
"823",7.87870485458065
"824",8.69323309113108
"825",7.41836295140213
"826",9.09215456296216
"827",9.35476878530601
"828",7.13460473492252
"829",4.85681318331247
"830",8.66729456685118
"831",7.75733538735484
"832",12.9342445834848
"833",6.08034716631214
"834",11.5714177692883
"835",11.3833724411136
"836",10.233272254987
"837",5.2303504320806
"838",7.18675772256499
"839",9.73010501381017
"840",8.78798994221237
"841",8.32915154451321
"842",8.58371666380441
"843",12.5302469068356
"844",11.5652272541851
"845",8.99869777298543
"846",9.73392491725786
"847",12.7007812043973
"848",8.70150587549715
"849",8.78201822748666
"850",12.581928027142
"851",12.3959877039544
"852",8.94496166862259
"853",10.4346647954242
"854",8.14324994950645
"855",12.0313914757938
"856",6.92547104504805
"857",11.8589098379776
"858",11.1660271533409
"859",7.66639993245508
"860",12.4946579234759
"861",12.7431967847239
"862",9.13592460941747
"863",9.13046538399172
"864",14.0552053489106
"865",8.26667810326058
"866",8.68353954899455
"867",9.93126108360862
"868",9.5029375563183
"869",10.5173109522316
"870",9.23654037305332
"871",10.1366459573386
"872",9.47613275895266
"873",11.5851216861807
"874",10.9594275110835
"875",10.7829541319336
"876",9.53992716083492
"877",8.06876352626041
"878",10.7842860274405
"879",12.0090254794676
"880",9.44011061811728
"881",7.6131858542593
"882",10.3090906507747
"883",8.07063762015333
"884",11.6727465609318
"885",10.0060618558403
"886",8.0017063636037
"887",8.48469001347146
"888",8.58058529871064
"889",9.45775283984648
"890",11.4445127336895
"891",7.94370471216616
"892",8.96199094821187
"893",9.7492957604272
"894",8.92684907896
"895",8.20653563049364
"896",11.0362618550883
"897",10.9068398393422
"898",15.5451698831947
"899",8.53686150568684
"900",5.70192711988969
"901",10.5514707123254
"902",5.71363728475624
"903",11.4004752435196
"904",8.12825119256402
"905",11.0950964674891
"906",10.9080141613431
"907",4.21883686134963
"908",6.22755222276564
"909",12.381886596493
"910",10.8395339043438
"911",6.70797228395141
"912",5.70180253117829
"913",8.17118001997134
"914",10.9508350348499
"915",10.5399901279847
"916",10.5933183495605
"917",9.97226411854353
"918",9.15235153665419
"919",7.3453242155656
"920",9.26211579208209
"921",6.89850348669582
"922",8.71592155030572
"923",9.74543779314162
"924",11.9115240002413
"925",10.1970078203256
"926",11.1773851937044
"927",5.96058442027065
"928",8.43547758403938
"929",10.8001578122974
"930",9.48976334541065
"931",10.6130462993713
"932",10.2068024437365
"933",7.87189705551437
"934",11.0740336998907
"935",7.38210178410068
"936",12.6293142471968
"937",4.69184064129225
"938",7.76609717824022
"939",8.43762248178525
"940",10.4760560014249
"941",9.51697364557892
"942",10.2931452365176
"943",9.56948799137536
"944",9.365477451678
"945",9.18647261248095
"946",10.6137617591727
"947",9.21354993003558
"948",10.4002301615766
"949",9.28592024398716
"950",8.55167921236437
"951",11.6516216814949
"952",9.9351649740918
"953",8.89187825917792
"954",11.2193249255321
"955",8.8174662986788
"956",6.36444245345199
"957",5.08013699378572
"958",9.80896038809586
"959",12.1653838916221
"960",11.3816929700077
"961",6.47467086109612
"962",12.887818932253
"963",6.38934478959343
"964",10.1087113513569
"965",8.9730858586864
"966",7.89625407881419
"967",11.2286302645064
"968",9.92017049835708
"969",11.571496342613
"970",5.30029537802755
"971",8.12004265149271
"972",12.133334822029
"973",10.201916801997
"974",10.4040741172627
"975",14.6372090399916
"976",10.6197120463596
"977",6.35279236479512
"978",7.30190528654852
"979",9.09424429204912
"980",8.22883712372983
"981",12.5253574809455
"982",9.42213926289108
"983",8.517418987905
"984",12.8876768509674
"985",8.54702697530145
"986",5.42924923594928
"987",5.6803658824691
"988",10.9353160884954
"989",9.61867072445393
"990",10.5082941583748
"991",10.6617978685369
"992",8.00639782224661
"993",9.4206327140549
"994",8.93028866414588
"995",10.7612032635726
"996",9.83038617926052
"997",8.33383525996199
"998",5.93472665714624
"999",9.48543967421193
"1000",11.0630258410473
"1001",8.74004387935114
"1002",9.50446819303125
"1003",9.21921491210897
"1004",6.44662495950868
"1005",8.45892248194268
"1006",8.81711592990882
"1007",11.1290044063057
"1008",5.56428465369198
"1009",10.0609602037844
"1010",9.59673563698
"1011",7.92218579041975
"1012",9.26550765815765
"1013",8.91400445132129
"1014",8.68579773622422
"1015",9.98456921763056
"1016",7.3160110623621
"1017",11.1186880108465
"1018",4.18088594406852
"1019",7.98771912930109
"1020",11.0646805453949
"1021",7.02339399390643
"1022",7.92950335090409
"1023",9.9466272367642
"1024",9.2198361675639
"1025",12.0166513335095
"1026",9.83890628576736
"1027",8.95748701145478
"1028",10.6713552319309
"1029",11.3379149359885
"1030",8.20174120011807
"1031",9.50282404665346
"1032",12.6649353305189
"1033",13.7654948372509
"1034",10.0667986549075
"1035",9.54208394768623
"1036",9.6349806707811
"1037",8.92221992934738
"1038",10.7964906307103
"1039",12.176344581945
"1040",9.92481206752683
"1041",8.14142288852669
"1042",8.03253090967661
"1043",7.79947498298286
"1044",11.5530254102
"1045",10.3444358373705
"1046",8.15459703747465
"1047",8.40308496637448
"1048",9.95081090572058
"1049",9.57999300899355
"1050",11.6288151490055
"1051",8.47101556457789
"1052",8.26299153237967
"1053",8.94262936826878
"1054",8.29221820603246
"1055",7.9316974815994
"1056",9.40340559370273
"1057",9.24202445140682
"1058",11.3209413006585
"1059",14.8111413675024
"1060",7.89789392467045
"1061",8.72552879169049
"1062",10.5815228228622
"1063",7.79776244338691
"1064",9.23457674570948
"1065",9.91353578605151
"1066",8.26232237643953
"1067",9.88734666479003
"1068",7.35643351170121
"1069",10.7780036834652
"1070",9.1733211842968
"1071",12.2120408145313
"1072",10.9745513815193
"1073",8.93442784114919
"1074",9.00896866989526
"1075",12.8710199990239
"1076",7.68487695685111
"1077",11.4749664856786
"1078",11.5916468781544
"1079",10.5777367178591
"1080",9.14345135519898
"1081",10.7813885124639
"1082",10.5056881250187
"1083",8.75859767775086
"1084",9.19141829906055
"1085",9.97895934357538
"1086",9.13955977679845
"1087",11.782274458381
"1088",9.2757897933138
"1089",10.3738524891538
"1090",6.14432793809256
"1091",10.911447555132
"1092",11.0532377880104
"1093",9.9552478319923
"1094",8.46251525046798
"1095",11.1347135856433
"1096",10.2177214978987
"1097",10.8795587845926
"1098",9.89611075599572
"1099",10.3500530383501
"1100",8.7262613646758
"1101",7.49120823159412
"1102",7.99493258797703
"1103",7.80969453103652
"1104",11.5216141946129
"1105",9.12665610398077
"1106",9.40152249284723
"1107",8.24329360727182
"1108",10.7576889998853
"1109",9.30068081816492
"1110",9.3241082092717
"1111",9.44889763198524
"1112",7.29862633788786
"1113",8.04467476563902
"1114",13.0584492204234
"1115",7.60657924011232
"1116",8.28385615538509
"1117",13.1383087735361
"1118",10.6796509424918
"1119",11.8315188590778
"1120",9.89236623653233
"1121",9.24436845076895
"1122",10.0144762636008
"1123",9.5450231343654
"1124",10.4498642543844
"1125",11.635942644044
"1126",8.70212798430288
"1127",7.71483107558448
"1128",11.3959323540135
"1129",8.54024129352558
"1130",11.2998871348856
"1131",8.18977999042855
"1132",9.60211509893489
"1133",10.5800336057634
"1134",9.26342832360007
"1135",11.0004219201162
"1136",12.6644936327087
"1137",8.01325505282136
"1138",10.125492980476
"1139",11.1137119907002
"1140",7.49737968945747
"1141",6.53439027542041
"1142",10.9973592054968
"1143",7.29900973160772
"1144",12.7819572926675
"1145",9.05223543556798
"1146",5.58717807282242
"1147",5.83465543182158
"1148",10.9616026313648
"1149",10.2882959351262
"1150",9.72008706411772
"1151",8.5744349915654
"1152",11.4266663021915
"1153",7.6556318507794
"1154",9.33306608917663
"1155",8.62165257666482
"1156",10.5565299105682
"1157",8.60115453052793
"1158",9.29566313735485
"1159",8.87762172336332
"1160",10.0399617571307
"1161",10.7986284914127
"1162",12.3494729359067
"1163",10.1245233482988
"1164",9.17289296854079
"1165",9.4859210022364
"1166",7.24547627440818
"1167",11.0970262959843
"1168",14.7015155236305
"1169",10.0311907000749
"1170",10.5735143632095
"1171",7.57756050510746
"1172",11.3968777861906
"1173",12.208255417001
"1174",7.51605910798657
"1175",11.2079107433279
"1176",9.4484911172276
"1177",11.9327438432231
"1178",9.18674127800316
"1179",9.33416708231447
"1180",10.3362528765607
"1181",8.28986810385966
"1182",9.74834501805394
"1183",10.4959593756029
"1184",10.1432148023479
"1185",7.73164826043246
"1186",9.7023665433527
"1187",7.9726097721712
"1188",5.97304418443507
"1189",10.9497032141902
"1190",9.52120668082002
"1191",7.11302002953248
"1192",11.8319742828052
"1193",12.3001750100024
"1194",10.9188418464518
"1195",5.15253387766817
"1196",6.53749334080639
"1197",12.724701378466
"1198",8.88018727420343
"1199",14.7851344209587
"1200",8.74457523999127
"1201",9.47047731236952
"1202",10.6833751879439
"1203",10.7754289829542
"1204",10.5527530846497
"1205",5.01362553036534
"1206",8.50396995807508
"1207",8.82992805910697
"1208",11.1059586882332
"1209",10.0546076151993
"1210",10.3730160629769
"1211",9.97656609571622
"1212",11.2632257721425
"1213",9.67005624098806
"1214",13.1395209203645
"1215",6.8668155059172
"1216",9.75088313400665
"1217",7.1279858972122
"1218",8.4966377185512
"1219",8.39436648085466
"1220",8.32891681772425
"1221",10.0359154406041
"1222",11.3232174337241
"1223",10.8901600521863
"1224",12.2907016058639
"1225",12.7023384762444
"1226",7.76395841961662
"1227",8.25839248748226
"1228",9.91042061193632
"1229",8.61968488973581
"1230",11.2472654602533
"1231",8.77217631916183
"1232",10.1834805605726
"1233",6.2532727801928
"1234",8.45353401837274
"1235",8.6652008707368
"1236",7.77431922846282
"1237",13.358908763603
"1238",10.0526275521095
"1239",9.23721984451119
"1240",12.6943996619073
"1241",10.0401287808467
"1242",8.33572052578726
"1243",9.92760350921093
"1244",8.58978604879717
"1245",10.5146284361114
"1246",9.53916612397747
"1247",7.75139134156247
"1248",7.70804972678455
"1249",9.24142591469315
"1250",10.5600121645462
"1251",10.0112391637744
"1252",9.55316996489974
"1253",9.944351774024
"1254",8.62848943649673
